,TICKET_CARRIER,ORIGIN_AIRPORT_ID,DEST_AIRPORT_ID,avg_price_0,avg_price_1,avg_price_2,avg_price_3,tot_passengers_0,tot_passengers_1,tot_passengers_2,tot_passengers_3,avg_dist_0,avg_dist_1,avg_dist_2,avg_dist_3,Airline.nane_0,tot_passengers_sqr_0,tot_passengers_sqr_1,tot_passengers_sqr_2,tot_passengers_sqr_3,QUARTER_0,avg_dist_sqr_0,avg_dist_sqr_1,avg_dist_sqr_2,avg_dist_sqr_3,AIRLINE_ID_0,Period_0,ID_0
8148,AS,12523,11884,369.483666666667,346.370487804878,252.871428571429,288.567142857143,35,44,35,39,1134.56666666667,1133.0,1138.25714285714,1133.0,Alaska Airlines,1225.0,1936.0,1225.0,1521.0,1,1287241.52111111,1283689.0,1295629.32326531,1283689.0,6,0,3821
8149,AS,12523,12819,183.373630136986,181.405878378378,178.179189189189,180.638943661972,299,246,234,239,234.315068493151,234.912162162162,234.297297297297,234.338028169014,Alaska Airlines,89401.0,60516.0,54756.0,57121.0,1,54903.5513229499,55183.723931702,54895.2235208181,54914.3114461416,6,0,3822
8150,AS,12523,12889,331.804444444444,347.244074074074,236.124603174603,270.211836734694,63,59,72,56,1850.0,1797.27777777778,1793.44444444444,1776.0,Alaska Airlines,3969.0,3481.0,5184.0,3136.0,1,3422500.0,3230207.41049383,3216442.97530864,3154176.0,6,0,3823
8151,AS,12523,12892,301.847142857143,328.631851851852,183.785510204082,323.02775,21,28,59,45,1863.0,1863.0,1871.02040816327,1863.0,Alaska Airlines,441.0,784.0,3481.0,2025.0,1,3470769.0,3470769.0,3500717.36776343,3470769.0,6,0,3824
8152,AS,12523,13930,468.566315789474,414.621428571429,358.146666666667,438.235294117647,19,14,9,17,2855.47368421053,2719.78571428571,2753.33333333333,2644.47058823529,Alaska Airlines,361.0,196.0,81.0,289.0,1,8153729.96121884,7397234.33163265,7580844.44444444,6993224.69204152,6,0,3825
8153,AS,12523,14057,379.683125,316.782631578947,243.831016949153,267.9372,63,79,63,67,1084.04166666667,1067.52631578947,1074.4406779661,1061.8,Alaska Airlines,3969.0,6241.0,3969.0,4489.0,1,1175146.33506944,1139612.43490305,1154422.77046826,1127419.24,6,0,3826
8154,AS,12523,14107,376.908510638298,350.895744680851,322.916666666667,326.550163934426,56,53,59,67,2016.0,2063.10638297872,2036.55555555556,2034.13114754098,Alaska Airlines,3136.0,2809.0,3481.0,4489.0,1,4064256.0,4256407.94748755,4147558.5308642,4137689.5253964,6,0,3827
8155,AS,12523,14256,153.312926829268,151.917714285714,145.134318181818,156.694468085106,74,58,61,71,160.90243902439,154.714285714286,143.227272727273,146.617021276596,Alaska Airlines,5476.0,3364.0,3721.0,5041.0,1,25889.5948839976,23936.5102040816,20514.0516528926,21496.5509280217,6,0,3828
8156,AS,12523,14747,302.134458333333,308.233440860215,198.162920110193,263.055969581749,463,453,678,606,924.491666666667,910.05017921147,909.986225895317,914.361216730038,Alaska Airlines,214369.0,205209.0,459684.0,367236.0,1,854684.841736111,828191.328682828,828074.931319203,836056.434660036,6,0,3829
8157,AS,12523,14771,363.131428571429,439.629090909091,271.261,343.507741935484,21,11,20,32,1588.0,1588.0,1660.8,1614.38709677419,Alaska Airlines,441.0,121.0,400.0,1024.0,1,2521744.0,2521744.0,2758256.64,2606245.69823101,6,0,3830
8158,AS,12523,14828,128.236222222222,135.144375,131.64641025641,123.199,211,220,243,226,95.0,95.0,95.0,95.0,Alaska Airlines,44521.0,48400.0,59049.0,51076.0,1,9025.0,9025.0,9025.0,9025.0,6,0,3831
8159,AS,12523,15841,170.2825,156.660909090909,161.967931034483,160.47875,26,43,39,47,218.2,192.515151515152,214.827586206897,230.425,Alaska Airlines,676.0,1849.0,1521.0,2209.0,1,47611.24,37062.0835629017,46150.8917954816,53095.680625,6,0,3832
8160,AS,12523,15991,164.25,170.437586206897,173.954545454545,172.595238095238,35,38,17,26,199.0,199.0,198.0,198.0,Alaska Airlines,1225.0,1444.0,289.0,676.0,1,39601.0,39601.0,39204.0,39204.0,6,0,3833
8161,AS,12758,10299,507.269179487179,466.121090225564,464.670038314176,432.809163636364,258,362,384,392,3613.74358974359,3359.42105263158,3408.31034482759,3523.18909090909,Alaska Airlines,66564.0,131044.0,147456.0,153664.0,1,13059142.7324129,11285709.8088643,11616579.4066587,12412861.3703008,6,0,3837
8162,AS,12758,10397,479.063333333333,539.5,451.088,527.25,7,3,10,2,4839.66666666667,4870.0,4906.2,4870.0,Alaska Airlines,49.0,9.0,100.0,4.0,1,23422373.4444444,23716900.0,24070798.44,23716900.0,6,0,3838
8163,AS,12758,10721,765.4875,759.203125,449.777931034483,483.548333333333,8,16,29,19,5185.0,5208.5625,5177.10344827586,5168.44444444444,Alaska Airlines,64.0,256.0,841.0,361.0,1,26884225.0,27129123.3164062,26802400.1141498,26712817.9753086,6,0,3839
8164,AS,12758,11292,544.785714285714,447.929,451.146,356.440833333333,7,20,21,97,3718.85714285714,3712.0,3734.05,3746.64583333333,Alaska Airlines,49.0,400.0,441.0,9409.0,1,13829898.4489796,13778944.0,13943129.4025,14037355.000434,6,0,3840
8165,AS,12758,11298,747.47,513.245714285714,438.501333333333,616.818333333333,1,8,15,12,4348.0,4337.0,4165.73333333333,4275.08333333333,Alaska Airlines,1.0,64.0,225.0,144.0,1,18905104.0,18809569.0,17353334.2044444,18276337.5069444,6,0,3841
8167,AS,12758,11884,455.610579710145,402.620891719745,412.5065625,419.935818181818,73,175,70,59,2919.15942028986,2917.19108280255,2916.84375,2908.58181818182,Alaska Airlines,5329.0,30625.0,4900.0,3481.0,1,8521491.721067,8510003.8135827,8507977.46191406,8459848.19305785,6,0,3843
8168,AS,12758,12478,544.0,402.76,523.76,443.7,1,1,2,6,5110.0,5471.0,5569.0,5110.0,Alaska Airlines,1.0,1.0,4.0,36.0,1,26112100.0,29931841.0,31013761.0,26112100.0,6,0,3845
8169,AS,12758,12889,405.54625,448.491666666667,328.6,486.706666666667,8,12,8,12,3508.125,3477.91666666667,3416.25,3477.91666666667,Alaska Airlines,64.0,144.0,64.0,144.0,1,12306941.015625,12095904.3402778,11670764.0625,12095904.3402778,6,0,3846
8170,AS,12758,12892,501.258571428571,386.508181818182,390.418888888889,369.069642857143,23,11,30,47,2728.61904761905,2710.90909090909,2699.85185185185,2881.71428571429,Alaska Airlines,529.0,121.0,900.0,2209.0,1,7445361.90702948,7349028.09917355,7289200.02194787,8304277.2244898,6,0,3847
8171,AS,12758,13487,486.529333333333,568.659696969697,439.213454545455,415.5544,15,36,74,31,4114.26666666667,4099.39393939394,4087.87272727273,4101.48,Alaska Airlines,225.0,1296.0,5476.0,961.0,1,16927190.2044444,16805030.6703398,16710703.4343802,16822138.1904,6,0,3849
8172,AS,12758,13796,342.09833935018,297.296627906977,331.713006993007,339.546264236902,588,728,1125,1162,2385.08303249097,2388.79941860465,2389.44522144522,2382.47380410023,Alaska Airlines,345744.0,529984.0,1265625.0,1350244.0,1,5688621.07187634,5706362.66232592,5709448.4662874,5676181.42722381,6,0,3850
8173,AS,12758,13930,399.535714285714,583.14875,480.604,431.980303030303,16,17,25,36,4391.0,4431.5625,4501.8,4407.69696969697,Alaska Airlines,256.0,289.0,625.0,1296.0,1,19280881.0,19638746.1914062,20266203.24,19427792.5766759,6,0,3852
8174,AS,12758,14057,390.68510989011,395.054117647059,400.357285382831,423.506272965879,703,804,870,797,2625.12637362637,2655.76470588235,2652.70765661253,2639.50918635171,Alaska Airlines,494209.0,646416.0,756900.0,635209.0,1,6891288.47750875,7053086.17301038,7036857.91145073,6967008.74483504,6,0,3853
8175,AS,12758,14107,306.014,313.932,536.935,549.5625,5,5,2,8,3658.0,3837.8,3991.5,3705.5,Alaska Airlines,25.0,25.0,4.0,64.0,1,13380964.0,14728708.84,15932072.25,13730730.25,6,0,3854
8176,AS,12758,14679,424.933333333333,291.150235294118,301.602422680412,314.695867346939,3,120,367,390,3688.0,2597.71764705882,2562.09278350515,2605.49489795918,Alaska Airlines,9.0,14400.0,134689.0,152100.0,1,13601344.0,6748136.97384083,6564319.43128919,6788603.66329134,6,0,3855
8177,AS,12758,14747,447.419515570934,414.918276972625,414.860088028169,438.875362068966,926,1118,1127,1115,2700.06228373702,2725.69726247987,2712.29929577465,2708.51724137931,Alaska Airlines,857476.0,1249924.0,1270129.0,1243225.0,1,7290336.33605919,7429425.56669027,7356567.46985965,7336065.64684899,6,0,3856
8178,AS,12758,14771,335.915,436.59,485.3675,401.314,2,4,8,5,3367.0,3314.5,3288.25,3352.4,Alaska Airlines,4.0,16.0,64.0,25.0,1,11336689.0,10985910.25,10812588.0625,11238585.76,6,0,3857
8179,AS,12758,14831,325.579261083744,286.672612244898,323.190328638498,323.014375,396,487,374,415,2394.22660098522,2388.08571428571,2388.69953051643,2469.34615384615,Alaska Airlines,156816.0,237169.0,139876.0,172225.0,1,5732321.01686525,5702953.37877551,5705885.44708942,6097670.42751479,6,0,3858
8180,AS,12758,14869,354.303333333333,314.476326530612,424.811666666667,288.68,12,54,6,4,3381.0,3213.83673469388,3258.66666666667,3415.0,Alaska Airlines,144.0,2916.0,36.0,16.0,1,11431161.0,10328746.5572678,10618908.4444444,11662225.0,6,0,3859
8181,AS,12758,14893,436.0,322.3025,307.716428571429,451.663333333333,1,4,16,9,3086.0,3293.0,3248.64285714286,3293.0,Alaska Airlines,1.0,16.0,256.0,81.0,1,9523396.0,10843849.0,10553680.4132653,10843849.0,6,0,3860
8182,AS,12758,15016,444.424,557.61,816.9,753.373333333333,5,1,5,6,4475.6,4397.0,4397.0,4383.33333333333,Alaska Airlines,25.0,1.0,25.0,36.0,1,20030995.36,19333609.0,19333609.0,19213611.1111111,6,0,3861
8183,AS,12819,10299,295.476434108527,302.702028985507,308.834927536232,306.727328767123,236,265,287,273,779.062015503876,778.550724637681,779.130434782609,777.157534246575,Alaska Airlines,55696.0,70225.0,82369.0,74529.0,1,606937.624000961,606141.230833858,607044.234404537,603973.833036217,6,0,3862
8184,AS,12819,12523,189.243006134969,177.255935483871,173.891486486486,181.603885350318,324,254,227,245,235.079754601227,234.890322580645,235.527027027027,235.127388535032,Alaska Airlines,104976.0,64516.0,51529.0,60025.0,1,55262.4910233731,55173.4636420395,55472.9804601899,55284.8888393038,6,0,3863
8185,AS,12819,14057,358.939230769231,367.971666666667,302.59724137931,310.453428571429,36,36,34,40,828.5,809.0,809.0,809.0,Alaska Airlines,1296.0,1296.0,1156.0,1600.0,1,686412.25,654481.0,654481.0,654481.0,6,0,3864
8186,AS,12819,14747,324.018348623853,325.74303030303,314.156397515528,280.906780821918,278,303,326,344,695.642201834862,692.545454545455,689.608695652174,689.520547945206,Alaska Airlines,77284.0,91809.0,106276.0,118336.0,1,483918.072973655,479619.20661157,475560.153119093,475438.586038656,6,0,3865
8187,AS,12819,14828,184.88641025641,185.096666666667,161.517567567568,154.487111111111,59,89,60,62,220.435897435897,218.859649122807,206.702702702703,208.955555555556,Alaska Airlines,3481.0,7921.0,3600.0,3844.0,1,48591.9848783695,47899.5460141582,42726.0073046019,43662.4241975309,6,0,3866
8188,AS,12889,10299,340.4376201373,322.641875,260.850084745763,257.839562937063,785,819,970,918,2311.14645308924,2314.64112903226,2311.04576271186,2311.8041958042,Alaska Airlines,616225.0,670761.0,940900.0,842724.0,1,5341397.927627,5357563.55620773,5340932.51734846,5344438.63973788,6,0,3873
8190,AS,12889,10620,243.5475,165.236285714286,152.916666666667,172.444444444444,4,37,13,9,1515.0,1507.14285714286,1479.08333333333,1507.44444444444,Alaska Airlines,16.0,1369.0,169.0,81.0,1,2295225.0,2271479.59183673,2187687.50694444,2272388.75308642,6,0,3882
8191,AS,12889,10666,164.734774011299,156.409043927649,149.951328413284,138.092184300341,1519,1191,908,986,955.508474576271,956.087855297158,955.280442804428,954.860068259386,Alaska Airlines,2307361.0,1418481.0,824464.0,972196.0,1,912996.444987073,914103.987046719,912560.724404624,911757.749956319,6,0,3884
8193,AS,12889,10713,345.558333333333,147.348860759494,207.621666666667,155.3125,7,129,12,17,1278.33333333333,694.911392405063,1232.41666666667,1216.3125,Alaska Airlines,49.0,16641.0,144.0,289.0,1,1634136.11111111,482901.843294344,1518850.84027778,1479416.09765625,6,0,3886
8194,AS,12889,10721,383.5,326.0,165.105,283.5,2,1,2,2,3363.0,3363.0,3416.5,3363.0,Alaska Airlines,4.0,1.0,4.0,4.0,1,11309769.0,11309769.0,11672472.25,11309769.0,6,0,3887
8195,AS,12889,10849,159.244,177.472352941176,168.285714285714,279.909090909091,5,19,10,11,1410.0,1410.0,1396.71428571429,1359.27272727273,Alaska Airlines,25.0,361.0,100.0,121.0,1,1988100.0,1988100.0,1950810.79591837,1847622.34710744,6,0,3893
8199,AS,12889,11603,229.616666666667,198.714022988506,220.442424242424,187.278148148148,15,108,37,30,1008.33333333333,978.83908045977,995.636363636364,997.962962962963,Alaska Airlines,225.0,11664.0,1369.0,900.0,1,1016736.11111111,958125.945435328,991291.768595041,995930.075445816,6,0,3913
8201,AS,12889,11630,416.203367346939,416.387265625,304.588991596639,301.391582733813,115,141,145,168,2456.33673469388,2456.8046875,2448.6218487395,2426.71223021583,Alaska Airlines,13225.0,19881.0,21025.0,28224.0,1,6033590.15420658,6035889.27252197,5995748.95812443,5888932.24827907,6,0,3916
8202,AS,12889,11648,289.625,193.383333333333,162.112142857143,338.6,4,29,16,5,1246.0,1246.92592592593,1246.0,1246.0,Alaska Airlines,16.0,841.0,256.0,25.0,1,1552516.0,1554824.26474623,1552516.0,1552516.0,6,0,3920
8204,AS,12889,11884,247.057301587302,194.179326923077,198.28986013986,179.806919191919,76,260,187,244,1081.47619047619,1081.78365384615,1081.93706293706,1085.17676767677,Alaska Airlines,5776.0,67600.0,34969.0,59536.0,1,1169590.75056689,1170255.87372874,1170587.80815688,1177608.6171054,6,0,3925
8205,AS,12889,12003,362.666666666667,172.955625,177.6,188.47,5,17,6,7,1379.0,1379.0,1379.0,1404.71428571429,Alaska Airlines,25.0,289.0,36.0,49.0,1,1901641.0,1901641.0,1901641.0,1973222.2244898,6,0,3934
8206,AS,12889,12173,464.758518518519,351.943571428571,324.569696969697,323.835,30,15,35,12,3611.48148148148,3644.0,3641.75757575758,3528.7,Alaska Airlines,900.0,225.0,1225.0,144.0,1,13042798.4910837,13278736.0,13262398.2405877,12451723.69,6,0,3935
8209,AS,12889,12523,342.536078431373,348.547272727273,237.1005,278.931020408163,59,60,68,56,1785.86274509804,1821.6,1776.83333333333,1799.67346938776,Alaska Airlines,3481.0,3600.0,4624.0,3136.0,1,3189305.7443291,3318226.56,3157136.69444444,3238824.59641816,6,0,3946
8210,AS,12889,12758,305.31,422.060909090909,327.615,473.522222222222,5,11,8,9,3481.0,3683.63636363636,3555.0,3578.0,Alaska Airlines,25.0,121.0,64.0,81.0,1,12117361.0,13569176.8595041,12638025.0,12802084.0,6,0,3947
8212,AS,12889,12982,318.125,412.26,313.176666666667,415.0,4,4,7,2,3539.25,3568.0,3510.0,3481.0,Alaska Airlines,16.0,16.0,49.0,4.0,1,12526290.5625,12730624.0,12320100.0,12117361.0,6,0,3954
8215,AS,12889,13264,233.593333333333,188.015820895522,216.064782608696,216.885333333333,14,84,30,43,1063.0,1100.17910447761,1096.78260869565,1071.63333333333,Alaska Airlines,196.0,7056.0,900.0,1849.0,1,1129969.0,1210394.06192916,1202932.09073724,1148398.00111111,6,0,3962
8216,AS,12889,13486,208.0,158.034358974359,226.675555555556,235.5,3,47,23,19,1256.0,1240.61538461538,1239.33333333333,1237.25,Alaska Airlines,9.0,2209.0,529.0,361.0,1,1577536.0,1539126.53254438,1535947.11111111,1530787.5625,6,0,3969
8219,AS,12889,13830,373.757692307692,325.501875,362.609047619048,380.576363636364,13,16,21,11,3454.92307692308,3416.0,3400.33333333333,3358.09090909091,Alaska Airlines,169.0,256.0,441.0,121.0,1,11936493.4674556,11669056.0,11562266.7777778,11276774.553719,6,0,3974
8222,AS,12889,14057,192.497061469265,189.145557917109,183.156466257669,185.370071343639,2770,2991,2730,3030,785.568215892054,818.907545164718,800.158282208589,798.952437574316,Alaska Airlines,7672900.0,8946081.0,7452900.0,9180900.0,1,617117.421819825,670609.567527705,640253.276587,638324.997505942,6,0,3980
8224,AS,12889,14252,224.711904761905,212.310945945946,214.555625,217.465517241379,26,118,44,34,996.47619047619,1045.37837837838,1039.0,1046.93103448276,Alaska Airlines,676.0,13924.0,1936.0,1156.0,1,992964.798185941,1092815.95398101,1079521.0,1096064.59096314,6,0,3987
8225,AS,12889,14489,174.78,180.186488549618,184.892571428571,177.886764705882,18,170,36,37,974.5625,977.580152671756,952.371428571429,967.941176470588,Alaska Airlines,324.0,28900.0,1296.0,1369.0,1,949772.06640625,955662.954897733,907011.337959184,936910.121107267,6,0,3991
8227,AS,12889,14747,206.169034707158,205.545347950429,200.093564122738,206.569623777276,6006,6571,6877,7194,871.434924078091,870.136320305052,870.90243902439,868.740406320542,Alaska Airlines,36072036.0,43178041.0,47293129.0,51753636.0,1,759398.826902988,757137.215914017,758471.058298632,754709.89357398,6,0,4005
8230,AS,12889,15016,272.485,307.5,461.345,257.666666666667,2,1,2,3,2576.0,2576.0,2523.5,2636.0,Alaska Airlines,4.0,1.0,4.0,9.0,1,6635776.0,6635776.0,6368052.25,6948496.0,6,0,4014
8233,AS,12892,10299,323.222322580645,319.7946875,246.748543165468,248.428060708263,454,611,874,890,2379.45161290323,2373.59090909091,2376.50899280576,2370.76897133221,Alaska Airlines,206116.0,373321.0,763876.0,792100.0,1,5661789.97814776,5633933.80371901,5647794.99288663,5620545.51543158,6,0,4026
8234,AS,12892,10397,788.5,170.760833333333,197.186875,170.0,1,46,20,9,3006.0,1947.0,2467.1875,2116.85714285714,Alaska Airlines,1.0,2116.0,400.0,81.0,1,9036036.0,3790809.0,6087014.16015625,4481084.16326531,6,0,4028
8235,AS,12892,10423,270.321481481481,307.875,170.6,214.7725,75,8,5,25,1269.44444444444,1612.5,1242.0,1597.91666666667,Alaska Airlines,5625.0,64.0,25.0,625.0,1,1611489.19753086,2600156.25,1542564.0,2553337.67361111,6,0,4029
8237,AS,12892,10620,162.750909090909,127.137948717949,187.293214285714,166.676470588235,11,42,32,24,1609.27272727273,1553.61538461538,1597.21428571429,1543.88235294118,Alaska Airlines,121.0,1764.0,1024.0,576.0,1,2589758.7107438,2413720.76331361,2551093.4744898,2383572.71972318,6,0,4035
8238,AS,12892,10666,215.576052631579,184.571428571429,204.071733333333,183.1267,46,178,90,115,1048.71052631579,1049.22077922078,1047.33333333333,1050.72,Alaska Airlines,2116.0,31684.0,8100.0,13225.0,1,1099793.76800554,1100864.24354866,1096907.11111111,1104012.5184,6,0,4036
8239,AS,12892,10693,352.1095,198.65,207.256666666667,425.285714285714,29,5,9,10,1797.0,1797.0,1923.11111111111,2607.71428571429,Alaska Airlines,841.0,25.0,81.0,100.0,1,3229209.0,3229209.0,3698356.34567901,6800173.79591837,6,0,4038
8240,AS,12892,10713,210.040416666667,193.755256410256,183.582391304348,169.575517241379,25,88,50,63,1258.58333333333,1242.0,1275.73913043478,1278.84482758621,Alaska Airlines,625.0,7744.0,2500.0,3969.0,1,1584032.00694444,1542564.0,1627510.3289225,1635444.093044,6,0,4039
8241,AS,12892,10721,262.3,397.964761904762,262.922121212121,259.038125,87,23,35,19,2648.5671641791,2926.85714285714,2868.0,3031.0625,Alaska Airlines,7569.0,529.0,1225.0,361.0,1,7014908.02316774,8566492.73469388,8225424.0,9187339.87890625,6,0,4040
8243,AS,12892,10849,304.5425,214.801,248.088846153846,190.676428571429,8,30,26,46,1498.125,1497.3,1488.61538461538,1476.2380952381,Alaska Airlines,64.0,900.0,676.0,2116.0,1,2244378.515625,2241907.29,2215975.76331361,2179278.9138322,6,0,4045
8246,AS,12892,11278,287.418559782609,280.776604938272,240.899525862069,270.800701357466,690,942,1081,1025,2318.92391304348,2325.38888888889,2322.71551724138,2333.1742081448,Alaska Airlines,476100.0,887364.0,1168561.0,1050625.0,1,5377408.11448488,5407433.4845679,5395007.37403389,5443701.8855521,6,0,4062
8248,AS,12892,11298,289.187636363636,263.96875,163.8125,214.815555555556,183,10,11,15,1260.07272727273,1579.75,1386.875,1946.44444444444,Alaska Airlines,33489.0,100.0,121.0,225.0,1,1587783.27801653,2495610.0625,1923422.265625,3788645.97530864,6,0,4064
8252,AS,12892,11603,294.124615384615,244.56824742268,196.569166666667,203.081612903226,34,128,62,39,1054.46153846154,1025.73195876289,1069.20833333333,996.0,Alaska Airlines,1156.0,16384.0,3844.0,1521.0,1,1111889.13609467,1052126.05122755,1143206.46006944,992016.0,6,0,4069
8253,AS,12892,11618,923.666666666667,491.105,354.166666666667,383.6875,3,6,3,8,3356.0,3356.0,3356.0,3345.0,Alaska Airlines,9.0,36.0,9.0,64.0,1,11262736.0,11262736.0,11262736.0,11189025.0,6,0,4071
8254,AS,12892,11630,426.683048780488,360.214202898551,317.767267759563,297.216592920354,89,148,201,247,2559.79268292683,2538.39855072464,2554.8087431694,2533.50884955752,Alaska Airlines,7921.0,21904.0,40401.0,61009.0,1,6552538.57956574,6443467.20232094,6527047.7141748,6418667.09078628,6,0,4073
8256,AS,12892,11648,220.721666666667,179.083404255319,190.600714285714,181.734516129032,13,63,46,39,1333.0,1333.3829787234,1333.42857142857,1333.0,Alaska Airlines,169.0,3969.0,2116.0,1521.0,1,1776889.0,1777910.1679493,1778031.75510204,1776889.0,6,0,4077
8258,AS,12892,11884,215.129530201342,184.653037542662,188.880772357724,178.105346534653,192,377,307,244,1158.71140939597,1160.59044368601,1158.0325203252,1156.48514851485,Alaska Airlines,36864.0,142129.0,94249.0,59536.0,1,1342612.1302644,1346970.17797528,1341039.31813074,1337457.89873542,6,0,4082
8259,AS,12892,12173,445.702444444444,372.935,366.97,342.335,68,17,13,2,2708.57777777778,3477.42857142857,3256.5,3631.0,Alaska Airlines,4624.0,289.0,169.0,4.0,1,7336393.5782716,12092509.4693878,10604792.25,13184161.0,6,0,4089
8262,AS,12892,12339,296.782105263158,251.9875,171.5,184.5,31,4,1,2,1814.0,1814.0,1814.0,1814.0,Alaska Airlines,961.0,16.0,1.0,4.0,1,3290596.0,3290596.0,3290596.0,3290596.0,6,0,4096
8263,AS,12892,12478,299.540326086956,239.11,312.666666666667,311.089230769231,115,6,6,26,2494.58695652174,2475.0,3227.33333333333,2925.84615384615,Alaska Airlines,13225.0,36.0,36.0,676.0,1,6222964.08364839,6125625.0,10415680.4444444,8560575.71597633,6,0,4102
8264,AS,12892,12523,315.063913043478,367.995384615385,200.852857142857,303.074772727273,24,28,56,49,1954.95652173913,1905.69230769231,1863.0,1922.79545454545,Alaska Airlines,576.0,784.0,3136.0,2401.0,1,3821855.00189036,3631663.17159763,3470769.0,3697142.36002066,6,0,4103
8265,AS,12892,12758,470.822777777778,348.833333333333,330.833333333333,275.4,21,3,6,7,2999.11111111111,3645.0,3262.66666666667,3394.57142857143,Alaska Airlines,441.0,9.0,36.0,49.0,1,8994667.45679012,13286025.0,10644993.7777778,11523115.1836735,6,0,4104
8267,AS,12892,12982,437.724090909091,408.37375,272.9,366.285714285714,43,8,5,7,2692.27272727273,3111.25,3447.0,3304.42857142857,Alaska Airlines,1849.0,64.0,25.0,49.0,1,7248332.43801653,9679876.5625,11881809.0,10919248.1836735,6,0,4109
8268,AS,12892,13198,253.3,269.35,555.0,159.416666666667,2,2,3,6,1903.0,2443.0,2400.66666666667,1723.0,Alaska Airlines,4.0,4.0,9.0,36.0,1,3621409.0,5968249.0,5763200.44444444,2968729.0,6,0,4111
8269,AS,12892,13204,295.701025641026,319.1475,261.955,201.5,57,4,5,3,2251.07692307692,2540.5,2863.0,2648.0,Alaska Airlines,3249.0,16.0,25.0,9.0,1,5067347.31360947,6454140.25,8196769.0,7011904.0,6,0,4112
8270,AS,12892,13264,228.19829787234,171.05875,187.593,224.68234375,50,356,49,85,1144.23404255319,799.885416666667,1128.45,1130.21875,Alaska Airlines,2500.0,126736.0,2401.0,7225.0,1,1309271.54413762,639816.679796007,1273399.4025,1277394.42285156,6,0,4117
8271,AS,12892,13303,295.774457831325,317.0,148.941176470588,140.0,280,3,22,2,2342.0,2342.0,2342.0,2342.0,Alaska Airlines,78400.0,9.0,484.0,4.0,1,5484964.0,5484964.0,5484964.0,5484964.0,6,0,4120
8274,AS,12892,13486,190.90962962963,175.449491525424,161.704242424242,234.827037037037,31,72,38,31,1343.66666666667,1304.4406779661,1315.42424242424,1316.37037037037,Alaska Airlines,961.0,5184.0,1444.0,961.0,1,1805440.11111111,1701565.48233266,1730340.93755739,1732830.95198903,6,0,4126
8275,AS,12892,13487,490.093333333333,270.12,297.182857142857,266.521111111111,3,1,8,14,2322.0,2353.0,2339.71428571429,1626.88888888889,Alaska Airlines,9.0,1.0,64.0,196.0,1,5391684.0,5536609.0,5474262.93877551,2646767.45679012,6,0,4127
8277,AS,12892,13830,471.074565217391,274.936,410.655384615385,363.66,69,5,13,6,2736.30434782609,3502.0,3242.0,3125.33333333333,Alaska Airlines,4761.0,25.0,169.0,36.0,1,7487361.48393195,12264004.0,10510564.0,9767708.44444445,6,0,4132
8280,AS,12892,13930,260.532835820896,247.184615384615,382.42724137931,233.353846153846,116,15,37,13,1768.74626865672,2031.15384615385,2186.41379310345,2078.53846153846,Alaska Airlines,13456.0,225.0,1369.0,169.0,1,3128463.36288706,4125585.94674556,4780405.27467301,4320322.13609467,6,0,4135
8281,AS,12892,14057,205.330432098765,203.805233160622,191.010409252669,170.866145251397,2525,3843,4196,5231,854.269135802469,846.958549222798,848.080960854092,843.275605214153,Alaska Airlines,6375625.0,14768649.0,17606416.0,27363361.0,1,729775.756384697,717338.784101587,719241.316163201,711113.746349296,6,0,4138
8285,AS,12892,14252,191.02880952381,193.852142857143,171.687954545455,177.110892857143,54,130,58,83,1114.7619047619,1102.55102040816,1110.40909090909,1098.92857142857,Alaska Airlines,2916.0,16900.0,3364.0,6889.0,1,1242694.10430839,1215618.75260308,1233008.34917355,1207644.00510204,6,0,4145
8286,AS,12892,14489,245.362068965517,224.396631578947,174.391851851852,194.172413793103,34,127,71,75,1054.0,1038.45263157895,1010.14814814815,1014.0,Alaska Airlines,1156.0,16129.0,5041.0,5625.0,1,1110916.0,1078383.86803324,1020399.28120713,1028196.0,6,0,4149
8290,AS,12892,14747,208.273591595535,200.218240857503,201.819399249061,171.931444159178,6203,7805,8141,8521,958.833223900197,957.856872635561,957.262202753442,956.251604621309,Alaska Airlines,38477209.0,60918025.0,66275881.0,72607441.0,1,919361.151254845,917489.788455178,916350.924820371,914417.131340829,6,0,4159
8291,AS,12892,14771,128.025172413793,145.45875,141.4,149.0,86,9,12,1,337.0,337.0,337.0,337.0,Alaska Airlines,7396.0,81.0,144.0,1.0,1,113569.0,113569.0,113569.0,113569.0,6,0,4160
8295,AS,12892,15016,272.068,256.166666666667,196.821111111111,215.977,43,7,9,12,1735.1,1592.0,1830.0,1902.1,Alaska Airlines,1849.0,49.0,81.0,144.0,1,3010572.01,2534464.0,3348900.0,3617984.41,6,0,4168
8302,AS,12953,14057,178.3,248.4825,473.69,323.5,7,8,1,1,2472.0,2472.0,2472.0,2472.0,Alaska Airlines,49.0,64.0,1.0,1.0,1,6110784.0,6110784.0,6110784.0,6110784.0,6,0,4309
8303,AS,12953,14747,286.878461538462,236.25,268.5,567.49,13,7,1,2,2465.30769230769,2454.0,2454.0,2454.0,Alaska Airlines,169.0,49.0,1.0,4.0,1,6077742.01775148,6022116.0,6022116.0,6022116.0,6,0,4328
8307,AS,12982,10397,619.5,654.058,456.928333333333,345.8,3,5,6,5,4883.0,4883.0,4883.0,4883.0,Alaska Airlines,9.0,25.0,36.0,25.0,1,23843689.0,23843689.0,23843689.0,23843689.0,6,0,4367
